バックオフィスシステム,,,,,,,テーブル設定書,,,,,,,サブシステム名,,,,,テーブルID,,,,,,,テーブル名,,,,,,,Ver.,,,記入年月日,,,,,更新者,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,次世代領域,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,情報系商品最新マスタ,,,,,,,情報系【情報系マスタ】,,,,,DWH_PD,,,,,,,情報系商品最新マスタ,,,,,,,2.0,,,2019/5/20,,,,,CTC 川井,,,,,,アプリ名,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://9w3ch4cil9qm.cybozu.com/k/242/show#record=1&l.view=20&l.q&l.next=0&l.prev=0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
№,項目名（物理名）,,,,,,,,,項目名称（論理名）,,,,,,,,,型,,,長さ,,小数,,PK,HK,内容,,,,,,,,,,,,,,,,,,4325,商品コード,商品名称,商品規格,年月日,商品区分,許容期間
97,IMAGE_RETENTION_YMD,,,,,,,,,画像保存年月日,,,,,,,,,CHAR,,,8,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,
98,IMAGE_RETENTION_PATH,,,,,,,,,画像保存パス,,,,,,,,,NVARCHAR,,,40,,,,,,,,,,,,,,,,,,,,,,,,120,,,,,,
99,JF_CREATE_YMD,,,,,,,,,ＪＦ登録年月日,,,,,,,,,CHAR,,,8,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,
100,JF_HANDLING_STATE_TYP,,,,,,,,,ＪＦ取扱状態区分,,,,,,,,,CHAR,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
101,MAKER_CD,,,,,,,,,メーカーコード,,,,,,,,,CHAR,,,5,,,,,,,,,,,,,,,,,,,,,,,,5,　●,,,,,
102,PROD_TYP,,,,,,,,,商品区分,,,,,,,,,CHAR,,,6,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,●,
103,PROD_SAIMOKU_CD,,,,,,,,,商品細目コード,,,,,,,,,CHAR,,,4,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,●,
104,PROD_BUMON_CD,,,,,,,,,商品部門コード,,,,,,,,,CHAR,,,2,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,
105,PROD_TYP_SWITCH_YMD,,,,,,,,,商品区分切替年月日,,,,,,,,,CHAR,,,8,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,
106,NEW_PROD_TYP,,,,,,,,,新商品区分,,,,,,,,,CHAR,,,6,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,
107,NEW_PROD_SAIMOKU_CD,,,,,,,,,新商品細目コード,,,,,,,,,CHAR,,,4,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,
108,NEW_PROD_BUMON_CD,,,,,,,,,新商品部門コード,,,,,,,,,CHAR,,,2,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,
109,PROD_ABBRNMJ,,,,,,,,,商品略称,,,,,,,,,NVARCHAR,,,30,,,,,,,,,,,,,,,,,,,,,,,,90,,,,,,
110,PROD_ABBRNMK,,,,,,,,,商品略称(カナ),,,,,,,,,NVARCHAR,,,60,,,,,,,,,,,,,,,,,,,,,,,,180,,,,,,
111,IDX_NMK,,,,,,,,,索引名称(カナ),,,,,,,,,NVARCHAR,,,30,,,,,,,,,,,,,,,,,,,,,,,,90,,,,,,
112,BUNDLE_IRISU,,,,,,,,,バンドル入数,,,,,,,,,INT4,,,9,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,
113,FUTEIKAN_PROD_TYP,,,,,,,,,不定貫品区分,,,,,,,,,CHAR,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
114,FUTEIKAN_PROD_FLG,,,,,,,,,不定貫品フラグ,,,,,,,,,CHAR,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
115,SNOWMARK_PRODT_TYP,,,,,,,,,雪印製品区分,,,,,,,,,CHAR,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
116,NEW_PROD_CD_SWITCH_REASON_CD,,,,,,,,,新商品コード切替理由コード,,,,,,,,,CHAR,,,2,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,
117,NEW_PROD_CD_SWITCH_YMD,,,,,,,,,新商品コード切替年月日,,,,,,,,,CHAR,,,8,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,
